smiles,MolWt,LogP,HBD,HBA,QED,Lipinski_Pass,Toxicity_Score
CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1,312.29099999999994,3.267100000000002,1,4,0.941210378540353,True,0.0
COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,275.348,2.6201000000000008,1,3,0.9185493295282857,True,0.0
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,288.307,1.1098000000000001,1,6,0.9098308936398074,True,0.0
CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,311.341,2.2241,2,4,0.9088995557748597,True,0.0
COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,263.3809999999999,2.6346000000000007,1,3,0.9061758690933456,True,0.0
NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,273.357,2.01,1,2,0.9055446265663242,True,0.0
Cc1cccc(C)c1NC(=O)CN1CCCCCC1,260.381,3.1179400000000017,1,2,0.9053276418823546,True,0.0
Cc1c(NC(C)C)c(=O)n(-c2ccccc2)n1C,245.326,2.3047200000000005,1,4,0.9008733691828356,True,0.0
Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,296.39200000000005,2.31562,2,3,0.8984836123462404,True,0.0
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,277.4079999999999,3.0356000000000014,1,3,0.8976823731418611,True,0.0
Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCCCC2)cc1,324.44600000000014,3.0958200000000016,2,3,0.8968598667638984,True,0.0
OC(c1ccccc1)(c1ccccc1)C1CCNCC1,267.372,2.9221000000000013,2,2,0.8959237386149929,True,0.0
CCOC(=O)NC(C)(C)Cc1ccc(Cl)cc1,255.74499999999998,3.4072000000000022,1,2,0.8954909293139623,True,0.0
CC(=O)Nc1ccc(S(=O)(=O)Nc2cc(C)on2)cc1,295.32,1.7422199999999999,2,5,0.8942800879351961,True,0.0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,319.336,1.2683,2,5,0.8910262977655082,True,0.0
O=C(N[C@H]1CN2CCC1CC2)c1ccc2c(c1)OCCO2,288.3470000000001,1.2817999999999994,1,4,0.8905393200013728,True,0.0
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,351.41000000000014,1.5593999999999992,1,5,0.8892761172918336,True,0.0
Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,282.365,1.92552,2,3,0.8891014204667554,True,0.0
CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,246.30599999999993,2.7864000000000013,1,2,0.8883440640479293,True,0.0
C[NH+](C)CCC(c1ccc(Cl)cc1)c1ccccn1,275.803,2.4015000000000004,1,1,0.8869527929991254,True,0.0
